eqpdays,months,change_mou,mou_Mean,totmrc_Mean,totcalls,adjrev,hnd_price,totrev,avgqty,adjqty,avgrev,mou_cvce_Mean,mou_peav_Mean,avg3mou,avgmou,avg3qty,adjmou,totmou,change_rev,rev_Mean,mou_opkv_Mean,churn
218,7,-536.25,1550.25,105.6125,3222,801.87,199.98999019999997,885.8,533.17,3199,133.65,719.8333332999999,680.6333333,1729,1613.17,601,9679.0,9713.0,-9.4275,122.5275,368.81,0
242,11,-105.0,707.0,39.99,2383,591.57,99.98999023,674.55,262.89,2366,65.73,208.79,299.05,742,594.44,328,5350.0,5375.0,4.5925,80.4275,206.75,0
689,23,-127.25,127.25,32.49,1477,826.44,129.9899902,862.07,67.0,1474,37.57,83.43,87.56333333,170,171.27,65,3768.0,3778.0,-3.8175,36.3075,27.52666667,1
819,27,-7.75,128.75,29.99,942,832.17,29.98999023,885.4,35.54,924,32.01,24.86333333,34.32666667,131,74.81,50,1945.0,1971.0,-3.0,32.99,34.37333333,1
487,19,24.25,313.75,30.0,2312,563.71,29.98999023,594.71,128.44,2312,31.32,155.51,108.17666670000001,306,240.83,160,4335.0,4335.0,-3.42,33.42,92.51333333,1
226,7,-462.75,462.75,29.7525,1967,465.0,149.98999019999997,529.98,325.5,1953,77.5,204.02333330000002,99.38666667,617,850.67,250,5104.0,5123.0,-66.825,71.825,146.68,0
250,12,-12.5,33.5,44.99,529,601.74,29.98999023,661.72,48.09,529,54.7,21.81333333,15.53333333,38,156.0,14,1716.0,1716.0,0.0,34.99,8.636666667,1
690,23,-68.0,212.0,10.0,2151,410.74,59.98999023,447.42,97.36,2142,18.67,117.15666670000002,93.25666667,235,202.14,87,4447.0,4463.0,0.045,10.345,50.69,1
336,12,-91.25,212.25,54.99,936,947.09,149.98999019999997,1012.07,93.6,936,94.71,76.89666667,26.05666667,243,284.9,45,2849.0,2849.0,-18.8,84.34,58.41666667,1
206,7,29.25,188.75,79.99,399,382.59,149.98999019999997,412.91,65.83,395,63.77,72.10333333,96.03,179,130.0,79,780.0,785.0,7.49,66.83,6.386666667,0
265,26,73.0,437.0,10.0,4046,1208.38,149.98999019999997,1269.75,167.13,4011,50.35,139.9566667,176.94666669999998,413,335.71,194,8057.0,8135.0,2.55,20.69,30.04666667,1
487,17,86.0,2385.0,94.695,6930,2180.01,149.98999019999997,2319.19,550.0,6600,181.67,1100.16,687.7766667000001,2356,1986.0,645,23832.0,24822.0,-29.6175,110.1075,885.9833332999999,1
315,10,255.25,412.75,60.475,1648,826.67,59.98999023,939.57,196.63,1573,103.33,354.4866667,177.18,328,706.63,71,5653.0,6133.0,5.0675,44.9225,241.27333330000002,1
514,21,99.25,642.75,44.99,4051,1087.16,59.98999023,1123.31,202.55,4051,54.36,353.5733333,127.76666670000002,610,866.85,143,17337.0,17337.0,0.675,37.285,355.1366667,0
884,29,-1.0,1.0,24.99,234,751.33,29.98999023,784.38,8.25,231,26.83,0.0,0.0,1,16.43,1,460.0,465.0,-0.225,25.215,0.0,0
110,33,-3.5,165.5,39.99,1963,1043.55,199.98999019999997,1088.05,60.66,1941,32.61,68.60333333,37.21666667,167,106.28,81,3401.0,3435.0,-1.25,31.24,57.90333333,0
444,15,-10.25,229.25,35.99,824,410.31,149.98999019999997,470.29,58.57,820,29.31,156.4366667,49.12333333,233,304.21,57,4259.0,4290.0,4.0,25.99,151.6866667,0
339,11,-125.75,313.75,69.99,1790,684.4,149.98999019999997,734.39,178.8,1788,68.44,147.27333330000002,116.48666670000001,356,341.0,194,3410.0,3413.0,-0.54,61.31,99.82,1
166,22,-1191.0,1191.0,159.99,3125,1774.4,399.98999019999997,1900.2,339.22,3053,197.16,0.0,0.0,1588,1609.67,300,14487.0,14715.0,-2.6075,166.5975,0.0,1
308,11,-102.0,1286.0,49.99,1830,528.31,149.98999019999997,614.19,183.0,1830,52.83,1029.66,253.2666667,1320,1140.8,181,11408.0,11408.0,-0.6,40.59,792.1166667,0
739,25,259.0,954.0,94.99,4914,2175.45,59.98999023,2206.45,204.75,4914,90.64,476.59666669999996,511.53,868,594.29,230,14263.0,14263.0,-0.4525,88.4325,222.11,0
232,49,-52.75,218.75,34.99,2139,1020.82,149.98999019999997,1050.81,69.9,2097,34.03,94.48666667,96.78666667,236,107.53,131,3226.0,3288.0,0.0,34.99,35.34666667,0
309,10,-820.75,859.75,59.99,4631,639.8,129.9899902,719.78,510.44,4594,71.09,0.0,0.0,1133,1017.78,552,9160.0,9224.0,-27.78,77.77,0.0,1
745,25,25.25,15.75,30.0,333,731.64,29.98999023,764.64,13.88,333,30.49,3.096666667,1.4066666669999999,7,29.13,5,699.0,699.0,0.0,30.0,1.69,1
243,8,40.5,57.5,69.99,349,282.17,99.98999023,363.05,48.57,340,40.31,28.39666667,21.15333333,44,103.0,27,721.0,747.0,-0.2475,50.2375,12.47666667,0
1,16,-14.0,390.0,44.905,960,670.84,199.98999019999997,674.13,64.0,960,44.72,123.33333329999999,93.37666667,395,307.53,70,4613.0,4613.0,-3.7075,46.1075,101.8866667,0
239,8,-119.5,256.5,49.99,494,258.8,129.9899902,323.78,69.71,488,36.97,0.0,0.0,296,227.0,86,1589.0,1598.0,-2.8375,37.8275,0.0,0
342,12,-403.25,521.25,44.99,2703,550.95,149.98999019999997,615.93,245.64,2702,50.09,80.78,35.02333333,656,647.73,267,7125.0,7126.0,-26.92,61.91,94.7,1
25,18,378.25,523.75,42.45,2215,1105.26,199.98999019999997,1113.13,137.06,2193,69.08,244.36333330000002,199.2633333,398,375.5,143,6008.0,6041.0,7.9025,80.0675,148.1933333,1
79,34,-6.75,291.75,75.0,4906,2233.33,59.98999023,2283.87,148.36,4896,67.68,96.82333333,137.8,294,267.33,188,8822.0,8839.0,-1.5175,79.7675,51.28,0
517,18,444.0,1105.0,10.0,1238,502.99,149.98999019999997,686.21,77.38,1238,31.44,278.82,357.14666669999997,957,402.88,167,6446.0,6446.0,52.275,89.675,197.6533333,1
113,31,496.5,1138.5,44.99,8905,1132.25,99.98999023,1267.23,303.38,8798,39.04,522.18,198.8833333,973,709.38,319,20572.0,20747.0,195.755,133.075,526.7833333000001,0
557,44,102.25,637.75,32.49,4860,1622.81,129.9899902,1669.81,117.1,4801,39.58,370.72,380.0233333,604,307.44,203,12605.0,12726.0,19.8125,68.4175,94.10333333,0
330,11,-84.0,269.0,79.99,1236,699.89,79.98999023,799.58,121.6,1216,69.99,149.27333330000002,225.2033333,297,279.4,127,2794.0,2832.0,-4.7725,78.4125,26.12666667,1
388,23,-6.25,321.25,30.0,2596,462.2,9.989997864,492.2,162.4,2436,30.81,203.1766667,127.56,323,322.6,181,4839.0,5117.0,-0.0875,30.0875,119.15,1
159,25,-31.75,31.75,10.0,927,937.47,29.98999023,996.88,38.46,923,39.06,25.07,28.35666667,42,75.63,25,1815.0,1824.0,-0.57,10.57,5.2466666669999995,1
30,25,96.0,69.0,10.0,2139,1116.04,129.9899902,1149.63,88.58,2126,46.5,40.75333333,15.27,37,241.13,24,5787.0,5804.0,-0.09,10.09,33.15,0
345,12,0.0,0.0,59.99,1073,526.55,149.98999019999997,645.19,97.2,972,52.66,0.0,0.0,0,189.1,0,1891.0,2102.0,0.0,49.99,0.0,1
882,49,60.5,930.5,59.99,7246,2588.84,79.98999023,2645.94,153.32,7206,55.08,696.25,130.80666670000002,910,497.23,189,23370.0,23450.0,1.485,52.465,633.22,0
69,23,311.25,495.75,50.0,3819,1161.34,79.98999023,1233.92,178.48,3748,55.3,0.0,0.0,392,381.24,201,8006.0,8186.0,37.68,80.36,0.0,1
89,12,19.0,602.0,59.99,1889,787.8,129.9899902,1002.77,171.73,1889,71.62,405.6433333,326.3333333,596,618.82,159,6807.0,6807.0,-2.445,54.415,145.2366667,1
89,10,-655.25,655.25,52.99,2655,620.0,99.98999023,707.98,293.67,2643,68.89,346.0466667,309.2366667,874,758.89,301,6830.0,6849.0,-14.845,75.835,249.10666669999998,1
334,11,60.75,612.25,44.99,1320,494.78,59.98999023,609.76,132.0,1320,49.48,252.9,232.7233333,592,373.5,195,3735.0,3735.0,6.06,48.73,213.14333330000002,1
681,23,-33.75,299.75,30.0,2799,886.89,59.98999023,918.89,126.55,2784,40.31,168.9366667,129.3166667,311,313.05,109,6887.0,6911.0,-4.065,37.035,53.32333333,1
382,13,-78.75,911.75,44.99,2127,430.87,59.98999023,490.85,176.92,2123,35.91,0.0,0.0,938,807.08,214,9685.0,9701.0,-1.7125,37.7525,0.0,0
499,33,14.5,92.5,29.99,1619,1171.34,9.989997864,1221.65,49.78,1593,36.6,18.92666667,39.35,88,111.34,41,3563.0,3626.0,0.0,29.99,32.78666667,0
370,12,57.25,25.75,29.99,91,260.26,59.98999023,451.66,8.0,88,23.66,19.46,9.99,7,14.45,2,159.0,163.0,5.5575,21.8425,9.553333333,0
168,23,-31.0,420.0,30.0,4246,865.61,99.98999023,896.58,202.1,4244,41.22,184.2233333,181.0633333,430,362.95,236,7622.0,7627.0,-6.495,45.245,123.9733333,1
815,27,-38.0,553.0,44.99,2020,956.31,29.98999023,996.63,76.77,1996,36.78,390.37,146.9733333,566,326.88,81,8499.0,8536.0,-4.36,39.35,278.7733333,0
208,7,-123.5,469.5,44.99,1952,219.63,149.98999019999997,285.24,325.33,1952,36.61,166.11,89.96,511,608.5,231,3651.0,3651.0,-1.305,36.295,196.68333330000002,0
115,27,94.25,657.75,71.98,5146,2497.7,199.98999019999997,2599.04,200.84,5021,99.91,321.72,274.45666669999997,626,665.36,223,16634.0,17027.0,-1.3775,91.9375,138.2533333,1
440,14,289.5,546.5,47.53,1488,556.62,149.98999019999997,626.6,114.31,1486,42.82,280.3433333,250.64,450,397.38,141,5166.0,5170.0,40.14,67.71,139.3833333,0
109,35,-171.0,171.0,20.9925,4417,1767.55,129.9899902,1813.02,129.47,4402,51.99,46.32333333,41.26666667,228,276.0,138,9384.0,9409.0,-78.9725,39.7025,24.91,1
468,23,-9.0,25.0,16.99,197,478.18,29.98999023,496.3,8.86,195,21.74,8.623333333,8.49,28,15.55,15,342.0,344.0,-3.51,22.84,0.54,1
820,27,-17.25,21.25,29.99,328,758.4,29.98999023,817.41,12.56,314,30.34,22.35,17.07333333,27,29.48,13,737.0,773.0,0.0,29.99,5.91,1
454,15,14.5,112.5,30.0,536,445.52,129.9899902,478.42,37.71,528,31.82,79.18333333,49.37333333,108,136.29,28,1908.0,1937.0,-0.765,30.765,33.51,0
316,10,21.25,49.75,59.99,138,459.03,199.98999019999997,539.01,15.11,136,51.0,36.86333333,14.23333333,43,32.33,19,291.0,293.0,-1.605,51.595,28.3,0
104,11,-42.25,765.25,54.99,2162,577.99,129.9899902,643.6,216.2,2162,57.8,0.0,0.0,779,756.3,211,7563.0,7563.0,-4.375,68.265,0.0,0
506,17,-41.25,327.25,39.99,666,507.74,149.98999019999997,537.72,41.44,663,31.73,298.78,74.30666667,341,300.06,67,4801.0,4828.0,-21.0075,22.9875,239.43333330000002,1
725,24,38.75,100.25,16.99,746,416.69,29.98999023,449.03,32.82,722,18.94,33.27333333,69.24333333,87,68.18,42,1500.0,1553.0,11.4825,23.0075,4.993333333,1
270,13,-35.0,202.0,44.99,872,411.09,99.98999023,445.08,107.88,863,51.39,0.0,0.0,214,270.63,91,2165.0,2180.0,1.755,36.325,0.0,0
795,26,-5.0,60.0,19.99,783,329.95,29.98999023,340.64,31.29,751,13.75,35.29,31.55,62,54.92,35,1318.0,1375.0,0.0,19.99,9.69,1
20,33,148.5,1603.5,59.99,27212,1789.66,199.98999019999997,1790.12,850.38,27212,55.93,280.3433333,298.71666669999996,1554,1121.91,1068,35901.0,35901.0,0.96,68.12,517.97,1
101,15,-120.75,1403.75,89.99,6484,1505.51,129.9899902,1545.45,460.64,6449,107.54,681.6833333,570.2533333,1444,1378.93,419,19305.0,19357.0,-21.895,100.135,572.58,1
198,11,-127.25,1044.25,10.0,1797,202.18,149.98999019999997,243.46,196.44,1768,22.46,775.0033333,546.0366667000001,1087,795.89,243,7163.0,7265.0,-25.2075,35.2075,289.87,0
105,16,-11.5,534.5,59.99,4265,1069.74,199.98999019999997,1141.7,281.4,4221,71.32,277.8766667,201.91,538,628.13,235,9422.0,9544.0,-10.685,75.905,178.14,1
22,15,106.5,396.5,47.365,1556,673.81,179.98999019999997,777.84,114.85,1493,51.83,177.5933333,85.02,361,294.62,139,3830.0,3951.0,5.14,55.13,103.4666667,0
113,20,25.75,1578.25,30.0,19062,777.93,149.98999019999997,828.7,1047.17,18849,43.22,316.77666669999996,240.24,1570,1377.89,1208,24802.0,25085.0,-5.1375,44.1875,641.83,0
352,12,-17.75,32.75,47.1675,1064,475.67,149.98999019999997,555.65,104.8,1048,47.57,16.9,13.58,39,261.2,22,2612.0,2641.0,-2.47,37.46,7.573333333,1
351,12,-49.75,607.75,34.5425,2021,725.39,199.98999019999997,791.58,199.8,1998,72.54,290.1966667,254.46333330000002,624,474.4,255,4744.0,4788.0,-45.1125,82.0925,120.69,0
846,28,-14.5,605.5,49.9975,2851,1681.47,59.98999023,1756.41,103.22,2787,62.28,201.13666669999998,220.6,610,434.81,110,11740.0,11972.0,-20.73,93.62,75.23333333,0
559,19,46.5,127.5,39.99,1051,573.9,29.98999023,625.88,60.53,1029,33.76,59.71333333,52.32,112,158.41,48,2693.0,2768.0,1.7325,29.7275,14.63,1
911,30,-131.25,213.25,55.655,3059,1706.95,59.98999023,1946.93,109.25,3059,60.96,108.7,62.26333333,257,354.82,64,9935.0,9935.0,-14.6925,64.6825,119.75,1
390,13,504.75,911.25,32.3325,2116,945.06,79.98999023,1028.29,176.33,2116,78.76,379.23,195.75666669999998,743,542.5,243,6510.0,6510.0,-29.11,83.66,384.23,1
609,20,-40.75,486.75,84.99,1948,1451.17,29.98999023,1544.5,105.78,1904,80.62,246.0766667,298.19,500,302.67,160,5448.0,5510.0,2.005,126.705,55.81333333,0
637,27,54.75,359.25,59.99,3266,1627.53,29.98999023,1690.68,137.3,3158,70.76,202.7833333,235.44666669999998,341,284.74,150,6549.0,6849.0,3.8225,83.9475,31.72333333,0
1116,37,-30.25,284.25,30.0,1219,1237.89,29.98999023,1282.84,33.72,1214,34.39,255.97,72.91666667,294,247.83,53,8922.0,8994.0,-2.155,32.155,183.7633333,0
501,17,13.5,383.5,59.99,1014,778.25,59.98999023,1059.28,65.93,989,51.88,318.69,292.89,379,283.27,71,4249.0,4306.0,4.15,53.73,52.69666667,1
272,9,-0.25,146.25,44.99,836,289.73,99.98999023,368.38,99.13,793,36.22,74.59666667,50.18,146,226.0,63,1808.0,1895.0,0.99,35.98,39.62333333,0
306,11,-68.25,642.25,50.03,1174,421.29,59.98999023,486.9,129.44,1165,46.81,289.70666669999997,165.9366667,665,582.67,163,5244.0,5268.0,-12.7725,53.7525,282.13,0
725,24,23.75,201.25,50.0,1559,1271.94,129.9899902,1307.32,67.57,1554,55.3,135.12,128.4933333,193,201.43,61,4633.0,4652.0,0.0,50.59,36.08,0
363,12,-67.75,772.75,59.99,1906,714.63,129.9899902,794.61,172.82,1901,64.97,461.28333330000004,438.33333330000005,795,497.18,284,5469.0,5477.0,-34.5925,89.5325,201.2233333,1
637,21,-45.5,276.5,30.0,622,665.0,79.98999023,697.0,30.4,608,33.25,189.2633333,143.91666669999998,292,140.7,65,2814.0,2863.0,-3.135,36.125,62.94666667,0
439,25,-1.0,47.0,30.0,538,578.44,39.98999023,611.69,30.06,511,34.03,22.32666667,14.75333333,47,82.53,8,1403.0,1533.0,0.0,33.25,15.55333333,0
336,12,-65.0,510.0,54.83,1351,580.0,149.98999019999997,644.98,134.6,1346,58.0,147.71333330000002,310.4333333,532,416.3,169,4163.0,4176.0,-22.8425,52.1925,44.25666667,1
202,45,155.0,925.0,44.99,3494,1690.95,149.98999019999997,1968.34,81.26,3494,39.32,679.2366667,182.9233333,873,240.44,195,10339.0,10339.0,2.4725,36.6675,576.0966667,0
105,23,40.25,468.75,84.99,3336,1839.7,99.98999023,1883.35,151.59,3335,83.62,47.33666667,51.2,455,236.95,320,5213.0,5214.0,-31.1675,122.0475,23.20333333,0
915,30,-30.0,332.0,75.0,3560,1686.34,59.98999023,1743.68,148.39,3413,73.32,176.5766667,232.2233333,334,310.26,160,7136.0,7440.0,-1.11,79.36,11.02666667,1
153,23,-272.5,385.5,38.6375,1896,1391.29,99.98999023,1430.02,85.36,1878,63.24,416.64,169.04,476,348.64,100,7670.0,7721.0,-96.4175,38.4275,285.9533333,0
397,14,-465.0,585.0,64.99,1394,741.17,149.98999019999997,806.15,116.08,1393,61.76,252.09,10.66333333,740,800.42,109,9605.0,9618.0,-5.075,60.065,309.69,0
463,16,17.5,233.5,39.99,1027,657.88,149.98999019999997,717.86,68.13,1022,43.86,176.36333330000002,85.62333333,228,334.13,67,5012.0,5064.0,-0.825,30.815,97.52666667,0
73,19,-42.5,82.5,65.305,555,407.1,59.98999023,440.35,59.11,532,45.23,28.54333333,14.62,43,149.11,18,1342.0,1381.0,-33.295,68.285,21.81,0
81,8,-104.5,395.5,39.99,857,308.74,99.98999023,368.72,122.14,855,44.11,156.2833333,151.6166667,430,372.14,136,2605.0,2612.0,-2.9475,35.9075,112.1133333,1
307,33,22.0,607.0,49.995,5934,1395.17,59.98999023,1445.16,221.92,5770,53.66,235.6933333,236.88666669999998,600,504.5,224,13117.0,13496.0,-9.525,59.515,186.8133333,0
337,12,-2.75,441.75,59.99,1859,599.1,149.98999019999997,684.98,184.8,1848,59.91,305.4266667,170.2833333,443,401.9,177,4019.0,4058.0,-1.33,55.32,164.5133333,1
228,8,2.5,118.5,10.0,233,78.72,99.98999023,123.89,38.83,233,13.12,24.20666667,38.11,118,147.67,36,886.0,886.0,0.0025,12.3975,30.33333333,1
322,11,466.5,812.5,119.99,2454,1575.14,199.98999019999997,1661.02,243.7,2437,157.51,234.0166667,389.2866667,657,908.6,152,9086.0,9144.0,3.75,125.24,34.45333333,0
123,17,-195.25,388.25,9.515,2064,1080.91,149.98999019999997,1157.68,128.5,2056,67.56,309.56,221.93333330000002,453,386.38,111,6182.0,6209.0,-11.88,21.38,113.86,0
725,24,-54.75,232.75,44.99,2131,1380.78,29.98999023,1516.75,95.0,2090,62.76,114.2766667,101.44333329999999,251,329.23,87,7243.0,7408.0,-0.0675,36.0475,20.96666667,0
38,15,9.0,46.0,49.99,342,537.03,79.98999023,610.26,26.0,338,41.31,20.83333333,23.83666667,43,56.23,21,731.0,739.0,-7.9875,39.4575,1.5466666669999998,0
443,15,-21.0,169.0,49.99,925,518.92,149.98999019999997,758.88,71.15,925,39.92,75.44,53.95333333,176,162.15,66,2108.0,2108.0,1.3,38.69,31.02,0
1063,35,-134.5,335.5,10.0,3495,782.51,29.98999023,844.74,123.21,3450,27.95,135.3066667,177.9966667,380,256.89,173,7193.0,7280.0,-4.755,13.875,39.81666667,0
341,12,112.25,100.75,10.0,289,138.41,149.98999019999997,178.4,26.0,286,12.58,0.0,0.0,63,80.45,22,885.0,888.0,0.0,10.0,0.0,0
142,18,-223.75,1149.75,75.0,19073,1360.37,149.98999019999997,1412.09,1191.13,19058,85.02,292.6833333,288.03333330000004,1224,1582.0,929,25312.0,25334.0,-3.135,78.525,284.4066667,1
392,13,6.5,45.5,39.99,421,389.49,199.98999019999997,449.47,35.08,421,32.46,15.45333333,13.01333333,43,73.92,25,887.0,887.0,0.63,31.85,3.956666667,0
631,21,20.75,60.25,29.99,635,655.2,59.98999023,722.03,31.7,634,32.76,19.91333333,17.40666667,53,53.05,36,1061.0,1062.0,-0.2475,33.4875,8.096666667000001,1
357,12,-136.75,348.75,39.99,1712,347.8,149.98999019999997,407.78,154.91,1704,31.62,228.6933333,134.31,394,322.45,176,3547.0,3560.0,-7.22,38.2,121.66,1
395,14,37.75,673.25,10.0,1647,410.87,59.98999023,450.86,137.25,1647,34.24,227.0466667,198.4566667,661,776.0,134,9312.0,9312.0,27.45,19.15,104.03,1
62,26,880.0,1782.0,91.9475,7101,1998.75,99.98999023,2054.99,461.2,6918,133.25,269.08666669999997,284.45,1489,887.27,689,13309.0,13641.0,145.33,266.27,188.72666669999998,1
290,23,-58.0,336.0,94.99,4513,1743.71,149.98999019999997,1835.17,202.86,4463,79.26,138.1933333,152.4266667,355,475.86,160,10469.0,10577.0,-0.99,89.23,74.59,0
542,18,-112.75,112.75,29.99,986,570.92,59.98999023,630.9,58.0,986,33.58,46.33666667,64.23,150,146.29,45,2487.0,2487.0,-4.375,34.365,29.89333333,1
39,9,47.5,824.5,69.99,2824,604.19,99.98999023,685.07,347.0,2776,75.52,358.0466667,210.55333330000002,809,852.75,348,6822.0,6982.0,32.005,75.745,281.5166667,1
271,20,21.0,640.0,49.99,6512,1039.57,99.98999023,1119.55,340.79,6475,54.71,0.0,0.0,633,798.47,291,15171.0,15259.0,2.895,51.055,0.0,0
501,17,65.25,240.75,59.99,837,882.95,149.98999019999997,962.93,51.94,831,55.18,137.03666669999998,148.49,219,180.44,62,2887.0,2895.0,10.4175,60.7525,7.216666667,0
626,21,-1.0,1.0,10.0,39,340.03,149.98999019999997,424.5,1.85,37,17.0,0.4,0.4,1,2.7,1,54.0,56.0,0.0,12.59,0.0,0
747,25,85.75,334.25,29.99,3883,950.96,29.98999023,996.5,167.09,3843,41.35,98.07333333,116.19666670000001,306,237.78,222,5469.0,5549.0,27.44,61.05,97.40666667,1
941,31,-2.25,76.25,29.99,1359,1145.04,29.98999023,1184.09,45.0,1350,38.17,51.14666667,37.82333333,77,124.37,35,3731.0,3767.0,-0.495,28.985,19.40666667,0
405,14,-2.25,66.25,59.99,298,655.27,149.98999019999997,746.54,21.46,279,50.41,0.0,0.0,67,81.31,22,1057.0,1100.0,0.0,49.99,0.0,0
348,54,-431.0,1104.0,60.0,13128,5534.91,79.98999023,5633.1,246.15,13046,104.43,739.8433332999999,700.1466667000001,1248,1167.38,233,61871.14,62265.14,-34.2325,125.2325,304.6566667,1
464,16,0.0,0.0,17.7625,0,256.71,29.98999023,276.44,0.0,0,17.11,0.0,0.0,0,0.0,0,0.0,0.0,2.3175,17.7625,0.0,0
311,11,-50.75,237.75,10.0,598,104.84,99.98999023,151.25,62.22,560,11.65,184.1566667,94.43666667,255,268.0,40,2412.0,2537.0,-1.885,11.885,125.91666670000001,1
404,14,157.25,359.75,39.99,1519,429.94,79.98999023,439.92,116.69,1517,33.07,157.6166667,135.1933333,307,273.92,115,3561.0,3565.0,25.145,41.535,55.69333333,0
342,22,271.5,413.5,129.1025,1992,2474.97,99.98999023,2578.81,94.38,1982,117.86,167.7366667,151.7333333,323,382.05,72,8023.0,8038.0,5.0325,135.4575,97.18,0
46,25,-108.25,325.25,50.0,2936,1644.77,149.98999019999997,1728.02,125.57,2888,71.51,142.78,207.4133333,361,444.61,117,10226.0,10406.0,6.9375,53.3025,8.123333333,0
295,10,14.5,871.5,44.99,1666,376.23,59.98999023,465.59,184.75,1478,47.03,0.0,0.0,867,598.5,236,4788.0,5211.0,53.5375,80.3025,0.0,0
625,21,66.0,352.0,29.99,1877,808.06,79.98999023,853.17,97.84,1859,42.53,122.27,74.3,330,278.11,101,5284.0,5317.0,-3.02,43.51,76.22333333,1
416,14,-71.75,179.75,20.0,451,254.88,199.98999019999997,311.97,37.0,444,21.24,144.50666669999998,81.71,204,140.08,42,1681.0,1707.0,-2.775,22.775,63.98333333,0
225,8,37.75,150.25,44.99,475,249.98,199.98999019999997,320.59,65.0,455,35.71,96.78333333,103.8666667,138,185.57,41,1299.0,1349.0,-0.9475,35.9375,13.50666667,0
919,31,-33.5,39.5,29.99,293,868.51,79.98999023,908.5,9.48,275,29.95,64.23,1.513333333,51,40.55,9,1176.0,1246.0,0.0,29.99,63.03666667,0
138,23,261.25,1082.75,48.46,12328,2445.71,129.9899902,2596.93,557.9,11716,116.46,318.72333330000004,329.25,996,1116.62,430,23449.0,24402.0,49.4775,104.5125,440.9,0
24,22,427.75,1403.25,132.0625,6078,1812.44,99.98999023,1851.43,303.15,6063,90.62,639.6866667,718.2566667,1261,773.15,422,15463.0,15496.0,17.52,142.47,321.54333330000003,0
356,38,16.75,83.25,59.99,4178,1865.04,199.98999019999997,1914.91,112.68,4169,50.41,38.38333333,26.37,78,216.65,45,8016.0,8030.0,0.0,63.24,22.78333333,0
388,13,-78.5,87.5,27.0875,582,418.26,29.98999023,478.24,48.5,582,34.86,28.84,36.37666667,114,133.58,37,1603.0,1603.0,-10.895,34.275,7.38,0
749,25,-16.25,20.25,8.4675,516,243.62,29.98999023,271.03,34.27,514,16.24,5.683333332999999,3.06,26,98.6,12,1479.0,1485.0,10.1675,8.5425,2.623333333,1
325,29,-43.75,85.75,69.99,1284,1077.0,79.98999023,1227.97,47.11,1272,39.89,29.33,31.66,100,93.37,56,2521.0,2543.0,0.0,59.99,17.66666667,0
355,12,15.5,76.5,39.99,188,333.13,59.98999023,393.11,17.09,188,30.28,0.0,0.0,71,71.55,16,787.0,787.0,0.0,29.99,0.0,0
424,29,59.0,173.0,50.0,2401,1658.06,129.9899902,1704.04,87.96,2375,61.41,49.35,86.17,153,224.52,73,6062.0,6106.0,3.585,51.195,22.95333333,0
223,9,37.5,57.5,44.99,342,283.07,149.98999019999997,348.68,42.75,342,35.38,30.03666667,17.75,45,125.63,19,1005.0,1005.0,0.0,34.99,21.06,0
943,31,10.0,363.0,32.49,3249,1229.48,29.98999023,1266.32,109.66,3180,42.4,241.63,232.75,360,221.31,178,6418.0,6587.0,-1.4325,40.1625,32.52333333,1
229,11,-104.25,373.25,39.99,979,370.71,99.98999023,430.69,96.8,968,37.07,259.6833333,178.0566667,408,340.6,121,3406.0,3434.0,-9.305,39.295,126.19,1
